Date,StatArbTradingSignal,ClosePrice,FinalStatArbTradingSignal,Trades,Position,Pnl
2014-01-01,0.0,0.941682,0.0,0,0,0.0
2014-01-02,-2.168404344971009e-19,0.9394520000000001,-3.6140072416183473e-20,0,0,0.0
2014-01-03,-1.7928515596518126e-06,0.9372860000000001,-1.925543345872779e-05,0,0,0.0
2014-01-06,0.0014054973071381937,0.9406899999999999,0.003158897043582367,0,0,0.0
2014-01-07,0.005888859765489087,0.9380069999999999,0.00269925314586389,0,0,0.0
2014-01-08,-0.015321928603952529,0.9282469999999999,-0.008759404433597703,0,0,0.0
2014-01-09,-0.013242437170739259,0.924018,-0.0015743912156373056,0,0,0.0
2014-01-10,0.0175289084385871,0.9221010000000001,0.0037723581677381463,0,0,0.0
2014-01-13,-0.035233567598897474,0.9170860000000001,-0.025555144545154396,-1,-1000000,0.0
2014-01-14,-0.03409564294737411,0.918949,-0.016830245737319165,0,-1000000,-1862.999999999948
2014-01-15,-0.01251828387177166,0.9134760000000001,0.005626927093684441,0,-1000000,3610.0000000000023
2014-01-16,-0.0021478852916350863,0.913392,0.035856575791170874,1,0,3694.0000000001164
2014-01-17,-0.006924652571661399,0.914746,0.00812658133919949,0,0,3694.0000000001164
2014-01-20,0.025821475932163704,0.911993,0.031862763049134275,1,1000000,3694.0000000001164
2014-01-21,-0.0012094003456778971,0.913042,-0.002324140688084277,0,1000000,4743.000000000083
2014-01-22,0.0006881361636972942,0.9117430000000001,-0.006517122595089856,-1,0,3444.000000000233
2014-01-23,0.009919203140715527,0.900739,-0.01464285776716444,-1,-1000000,3444.000000000233
2014-01-24,0.023014509317444726,0.899855,-0.01942900840508273,0,-1000000,4328.000000000229
2014-01-27,0.2662733677556266,0.9039959999999999,-0.015312039107144486,1,0,187.00000000034925
2014-01-28,-0.07975805118559276,0.899718,-0.009138542228015177,0,0,187.00000000034925
2014-01-29,0.005812791635639003,0.897183,0.004277720660157784,0,0,187.00000000034925
2014-01-30,-0.027595132537131778,0.894374,-0.0030379563474396114,0,0,187.00000000034925
2014-01-31,-0.039956093500324266,0.896387,0.005870649130091806,0,0,187.00000000034925
2014-02-03,-0.08057915298264606,0.8990950000000001,0.00345674305859201,0,0,187.00000000034925
2014-02-04,-0.147860404047223,0.9003329999999999,-0.003087032461053694,0,0,187.00000000034925
2014-02-05,-0.031396369103823936,0.902283,0.009518213904727117,0,0,187.00000000034925
2014-02-06,-0.034302196549744694,0.902731,0.007492776599336156,0,0,187.00000000034925
2014-02-07,-0.020568029949242506,0.903432,0.005004530309589649,0,0,187.00000000034925
2014-02-10,0.026368091130944567,0.9060520000000001,-0.00032692560841083673,0,0,187.00000000034925
2014-02-11,0.016909139301224015,0.904486,-0.004723997881764154,0,0,187.00000000034925
2014-02-12,0.03865927108745383,0.9083969999999999,-0.0014520144095690436,0,0,187.00000000034925
2014-02-13,0.03564316512018163,0.909595,-0.0035354729039010152,0,0,187.00000000034925
2014-02-14,0.035076833674294254,0.9109709999999999,0.007909691881357839,0,0,187.00000000034925
2014-02-17,0.03632786032806604,0.911328,0.0062140640001309075,0,0,187.00000000034925
2014-02-18,0.025027184246202504,0.912742,0.025968871417185634,1,1000000,187.00000000034925
2014-02-19,0.005109543406930948,0.913125,0.022129980986422326,0,1000000,570.0000000002605
2014-02-20,0.0064039151135844045,0.903342,0.023857884571076283,-1,0,-9212.99999999965
2014-02-21,0.019608268784122238,0.900601,0.026173211200042228,1,1000000,-9212.99999999965
2014-02-24,0.010542171131413064,0.8999280000000001,0.024386371803684973,0,1000000,-9885.999999999574
2014-02-25,0.02187788900321165,0.904257,0.022869016880391443,0,1000000,-5556.999999999658
2014-02-26,0.02138890015547758,0.9022100000000001,0.02274629264747339,-1,0,-7603.999999999534
2014-02-27,0.018045582328638433,0.8979879999999999,0.018450553868497505,1,1000000,-7603.999999999534
2014-02-28,0.032169639777406916,0.8990379999999999,0.021183188583816015,0,1000000,-6553.999999999539
2014-03-03,0.022083684663846276,0.903963,0.016768567595077832,-1,0,-1628.999999999418
2014-03-04,0.019283745700796506,0.90256,0.010909433402238848,1,1000000,-1628.999999999418
2014-03-05,0.024924779274165195,0.901876,0.01323421382538617,0,1000000,-2312.999999999436
2014-03-06,0.023817066785605003,0.906766,0.010429908896520415,0,1000000,2577.000000000514
2014-03-07,0.03292986965582525,0.910274,0.024549021715062243,-1,0,6085.000000000582
2014-03-10,0.037472247594399946,0.9018430000000001,0.030544395887576237,1,1000000,6085.000000000582
2014-03-11,0.035320829456570606,0.899742,0.02592964280233187,0,1000000,3984.0000000005625
2014-03-12,0.02844204075111587,0.9002030000000001,0.01753527192212062,0,1000000,4445.0000000006075
2014-03-13,0.043667424217282855,0.8995479999999999,0.023368389165512423,0,1000000,3790.000000000424
2014-03-14,0.04023858248730953,0.902747,0.013826729094898932,0,1000000,6989.000000000487
2014-03-17,0.037947885085527475,0.901331,0.015320330634712592,-1,0,5573.000000000466
2014-03-18,0.03598512711372746,0.904323,0.015416125833715585,1,1000000,5573.000000000466
2014-03-19,0.05095355939328521,0.89865,0.0201949763017656,0,1000000,-99.99999999957345
2014-03-20,0.036455254938115834,0.8892450000000001,0.014645908426798105,1,2000000,-9504.99999999946
2014-03-21,0.03301754138451754,0.889601,0.00994212806446022,0,2000000,-8792.999999999634
2014-03-24,0.03040968063246417,0.890813,0.009704541371489878,0,2000000,-6368.999999999654
2014-03-25,0.02711436541403394,0.8930959999999999,0.010484833039157936,0,2000000,-1802.9999999998054
2014-03-26,0.027277346828394528,0.8956559999999999,0.0081520878734924,0,2000000,3317.000000000208
2014-03-27,0.0248267116781538,0.901015,0.0018653064982965,0,2000000,14035.000000000435
2014-03-28,0.029675003347288578,0.906651,-0.0004616847814065144,-1,1000000,15440.000000000426
2014-03-31,0.028133606484725668,0.904977,0.005119201585491969,-1,0,23633.000000000466
2014-04-01,0.025817479868184057,0.9048139999999999,0.008897280540200697,0,0,23633.000000000466
2014-04-02,0.00887711762556111,0.906783,0.004244344788741634,0,0,23633.000000000466
2014-04-03,-0.0026103403747295344,0.9067,-0.0007181180352780481,0,0,23633.000000000466
2014-04-04,-0.008035034160432284,0.9062899999999999,-0.0070522070465856455,0,0,23633.000000000466
2014-04-07,0.0013450166145932488,0.910755,-0.010455443973684862,-1,-1000000,23633.000000000466
2014-04-08,-0.0006282925049513072,0.91112,-0.006892170513234368,0,-1000000,23268.000000000407
2014-04-09,0.010095588747893843,0.914997,0.0012929630690958775,0,-1000000,19391.0000000005
2014-04-10,0.01964524722695423,0.919118,0.01020121191436398,1,0,15270.000000000466
2014-04-11,0.008078639197228905,0.9146290000000001,0.01075275395855244,1,1000000,15270.000000000466
2014-04-14,0.01498650290740695,0.911062,0.009650198650161127,0,1000000,11703.000000000367
2014-04-15,0.013011317789927434,0.9117430000000001,0.008494953311567528,0,1000000,12384.000000000411
2014-04-16,-0.011654178578175425,0.910382,0.0011853269507760462,0,1000000,11023.000000000353
2014-04-17,0.001020923096658943,0.9083479999999999,0.011574346355314753,0,1000000,8989.000000000262
2014-04-18,-0.016356882532811912,0.9085040000000001,0.004392463697598609,0,1000000,9145.000000000418
2014-04-21,-0.011530306708373468,0.907375,0.006721050203682968,0,1000000,8016.000000000372
2014-04-22,-0.01636533865898885,0.9076059999999999,0.0035598132191440456,0,1000000,8247.000000000242
2014-04-23,-0.0036405656312637896,0.9069229999999999,0.009567283547353778,0,1000000,7564.000000000253
2014-04-24,-0.0025190053289357818,0.9065770000000001,0.004566613386313251,0,1000000,7218.0000000004065
2014-04-25,-0.016528278999743604,0.907359,0.001831107727593606,0,1000000,8000.000000000356
2014-04-28,-0.010413839206891557,0.9062899999999999,0.003221567244337242,0,1000000,6931.000000000258
2014-04-29,-0.025186919994777478,0.9071040000000001,0.0024976723193206756,0,1000000,7745.000000000462
2014-04-30,-0.020823257619304692,0.913075,-0.004167101707151434,0,1000000,13716.000000000298
2014-05-01,-0.0031969913958616847,0.911993,0.005632450153038109,0,1000000,12634.000000000382
2014-05-02,0.002856542386725559,0.912134,0.007246378146525199,0,1000000,12775.00000000033
2014-05-05,0.014953484201523575,0.9110790000000001,0.008887602756002824,0,1000000,11720.000000000413
2014-05-06,0.019532803201707118,0.912559,0.0071327830250589395,0,1000000,13200.000000000338
2014-05-07,0.022420457512458768,0.918358,0.012691178096373028,0,1000000,18999.00000000034
2014-05-08,0.004031000703491935,0.9176,0.006011090931964367,-1,0,18241.00000000035
2014-05-09,-0.0023649382756698745,0.923344,-0.006897362938282857,0,0,18241.00000000035
2014-05-12,-0.0033219029080675333,0.9176,-0.014332077059163758,-1,-1000000,18241.00000000035
